Timestamp,BT3m,SP500,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DWDP,XOM,GS,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,HD,TRV,UTX,UNH,VZ,V,WBA,WMT,DIS,USDEUR
2013-01-02,3.0684931506849314e-6,0.025403420651386857,0.02078618844588708,0.02566304379935612,0.03168167114124667,0.022691009195808885,0.04341029165545443,0.02080643686210916,0.03511465578102684,0.03724104441647073,0.022270497589665053,0.024956696219548637,0.03214181660813936,0.025058748844730937,0.0368574754656739,0.01055620009642353,0.022670137768371786,0.021652775252666772,0.009770548733250239,0.034069779978126255,0.004650982799693608,0.033094141980913205,0.022094630999793575,0.026354157542794302,0.014480595026457325,0.02426529904286042,0.005530985716844623,0.023111195503800145,0.02506938614356133,0.02837103954689528,0.014802947938376757,0.02631044095382619,-0.005127431759915774
2013-01-03,3.0684931506849314e-6,-0.002085617612062921,-0.001160514732575959,0.004255460033451897,-0.012622000278208709,0.005190134363813108,0.009625744108713837,-0.004257694972318832,0.005408069053141675,0.0,0.0030254981003301315,-0.0018032607957768633,-0.00546844282038718,-0.005500515826053773,-0.002806332365526555,-0.0014117025604306866,-0.0020150477810631853,0.005659019432594592,0.023947697715306464,-0.013396283485216688,0.010224051689337063,-0.0023159961538533587,-0.006341138649836951,-0.0028354524472168473,0.0076858342086137945,0.003690623914653628,-0.04675467704256045,-0.004743919766831903,0.0007722755246698248,-0.007094356322413232,-0.006354612658443639,0.002152826455851515,0.012211876049458205
2013-01-04,2.6849315068493153e-6,0.004865096599441155,0.00739409242437377,0.01033898977121787,-0.02785490445164984,0.0028397006169552804,0.0055086398479532485,0.005276346207383026,0.0014665612016249335,0.0015954973493885307,0.014479907002108893,0.0046296468267943295,0.02726432182348352,-0.006554819032868167,-0.007504802760209677,0.011450540818989679,0.0177246933370088,-0.008606275753846019,-0.008504782236429455,-0.01871555700033845,0.009738339717621001,0.004255222967514655,0.0020304463911901285,-0.0018956104035001721,0.008717001069587971,0.007946762592236666,0.0019235078716294577,0.005447356246399002,0.008167074705637338,-0.01614172965396045,0.003779175268873436,0.019136780721336816,0.0069166922840455105
2013-01-07,2.6849315068493153e-6,-0.00312311611595894,0.0012583274532297945,0.004193863327611269,-0.005882354151751512,-0.02007978802603973,0.0030547515401734256,-0.006787002541257963,-0.009277196013769414,-0.009558900380654274,-0.0011894135734772614,-0.011578069852233667,-0.0018587635735656733,-0.004381628888594121,0.004253522510033298,-0.002096466096776449,0.001102343303782873,0.011797474379622579,0.0035741284825228812,-0.001869799128916666,0.001512715355423954,0.0007704161355679384,-0.006802696206536841,-0.005381927295735203,-0.013502529034846453,-0.0048248325069546035,0.0,0.008803764624641882,0.007144297622803068,0.022861611958065055,-0.009556965126243858,-0.02337592482843576,-0.0020707109440908688
2013-01-08,2.6849315068493153e-6,-0.0032423718278153956,0.00010456682781914567,0.005679778059135722,0.002691445842003673,-0.026270723502467765,-0.012708384132565167,-0.004464966961747076,0.0009856977193659477,-0.006970300266431442,-0.01458793641407605,0.00625506323789609,-0.009012130206524862,-0.0013979592467200132,-0.007529865653641842,0.00014023459670627395,0.0019819756529139846,0.0003297790465675725,0.0014247335740688078,-0.005245428725610823,-0.010573780395427425,0.0015396461029347666,-0.0016030025711413222,0.00604735056155956,0.0017792842087205408,-0.012060728429759634,-0.0132463201435507,-0.02433534384270485,0.009310150783869613,0.003681196784609848,0.002777634271769981,-0.004120290927040318,-0.003591624637016675
2013-01-09,2.3013698630136984e-6,0.0026558665451459104,0.009528829594688117,0.0009966562177530715,-0.01562921336357207,0.0354781068996067,0.00468068179092689,0.0025628460823416644,-0.0004920037546991751,-0.00027037541987532006,0.012084424827094402,-0.0038429028912028464,0.009545230423609432,-0.002851587375445875,0.017070106428898894,0.00448086557464932,-0.0006591260067807675,-0.0014294184453586384,0.009720132024118583,0.005649539739156941,0.0009541452657854716,0.017294439294060167,0.005400704469929411,-0.000790908174901842,0.010247735877889337,0.011968646962044832,0.018871439324288253,-0.002320359912087344,0.015248925054786625,0.0073356598383702695,-0.00029157087278866464,0.0003941382120892419,0.002297794117647038
2013-01-10,2.3013698630136984e-6,0.007597414715781471,0.004978651124663604,0.008795385374247832,0.012396402378305027,0.004299003922546415,0.006776697474499846,0.008489983666630455,0.006896122667808816,-0.001890472522306034,0.0101494146909953,0.01089179463011985,0.022706637211444575,0.002911846643381164,0.016316801139127046,0.006413056778535703,0.014954673866278762,0.006497239455059133,0.004461027585907269,-0.008988535232256251,0.0019063424268499158,0.010956129500048298,0.005661829257664484,0.007123735343924104,0.006897039003223824,0.004967245744552959,0.014130148557313735,0.01372094318473895,-0.007911927521437545,0.0031211593485210823,-0.0030625923140895975,0.00019699146418129113,-0.004346831388698134
2013-01-11,2.6849315068493153e-6,-4.7513789798011074e-5,-0.006295919204734335,0.007402453478677576,-0.006131789334125163,-0.025035268107388035,0.0011570976719874717,0.011405954752645091,0.001956868807327477,-0.0013523295550914446,0.0005910698664047148,0.005723862696131553,-0.001746848344155931,0.008139489894317807,0.009174367479676768,0.0022161186258155057,-0.00021677681532664486,0.003610650084414232,0.010518994700260685,0.013983309597581471,0.010466329025421153,-0.008968700886586311,-0.000721784381407473,0.0012574318602041864,0.005372951860851743,0.0024716123893978935,-0.005460122530504091,-0.006652548538767229,0.004049610347404026,0.013741212150624925,0.0039497077037526996,-0.004134807798803739,-0.012128973934006342
2013-01-14,3.0684931506849314e-6,-0.0009306714815374416,0.008309272742907912,-0.0004896953921906874,-0.035652614932642046,0.018493913287339223,-0.0058830366933190345,0.010024117548287605,0.023926267199990827,0.0021673510866603335,0.012404012561138909,-0.00033458106430930883,-0.007292326028109742,-0.009410980713038714,0.0,0.0029027572380096634,-0.005634722446635975,-0.0021804467234842564,0.0025446992598266173,0.002236354060980176,0.001694940028892726,0.008295436870851594,0.005923171537849785,-0.003453711800480167,0.001336040093146162,0.007278697707177663,0.010223283798563909,-0.01639729721184286,-0.003164401826282375,-0.00153451941379109,-0.004808166608465,0.00019777040881597193,-0.005022112285435975
2013-01-15,3.4520547945205476e-6,0.0011286696895667714,0.002163101757186782,-0.0073518567004165715,-0.03154943020546535,0.0050946495479121,0.01099038637707662,0.005228063169811009,0.0004766927281537277,0.008921165505213142,-0.005542641465768103,-0.0005581806491287445,-0.003967111165959888,-0.00062307840135805,-0.005454324962122877,-0.0026184849482638476,0.010243739902287188,-0.00021846533714731106,-0.010844374117722596,0.011900376264959846,0.008460317921545217,-0.004487333022521371,0.003590420703421563,0.007403898853993711,0.008138340272718876,0.0018649476267064197,0.004872614878585861,-0.014557136641513133,-0.0012452417930845002,0.006659832978338488,0.00995618617323665,0.009883300080247983,0.0010504989870188943
2013-01-16,3.0684931506849314e-6,0.00019699186784151757,0.003186387165884019,-0.0023041695192173007,0.04150867517239594,-0.03379259843234846,-0.0050173916723786184,0.004672052602413701,0.0023830826383957563,0.0,-0.012613666349950836,-0.000670077610083883,0.040563970319447404,0.0004674035870451984,0.010511561826875597,0.002901822880768796,0.01014048333606525,-0.004480375283745898,-0.00769786139411236,-0.006247917582358797,0.0016778346342706256,-0.00037561049575346515,0.00031735995094619014,-0.0014074409617712814,-0.00013201387533732834,-0.004536908319200334,0.0007459520179324296,-0.010960416039320223,-0.0015579218259192912,0.002290181463054925,0.0033337832127381174,0.00861213959355902,0.0037659109738644946
2013-01-17,2.6849315068493153e-6,0.0056429218281483125,0.004917948595927988,0.001979772753502265,-0.006737691105060956,0.012375285434740996,0.005357710942968553,0.006756049053418769,-0.0038042263390455867,0.005091077210603479,0.004456434311705408,0.00815910252691693,-0.0005673594830252034,0.00550414078869923,0.025780505969864476,0.004408879738302023,-0.0081162973501301,0.007244652848413807,0.004936559844534406,0.007766322250009905,-0.004653181002769198,0.00826737860661407,0.004759116021307786,0.018634665914609938,0.004632883102913461,0.00969969508195734,0.013790475964018662,0.014935848782868199,-0.0019975867088371933,-0.0007613788960327238,-0.005201362892576682,0.01707762966917077,-0.006807301017354773
2013-01-18,3.0684931506849314e-6,0.003403270355850023,0.006729321130142229,-0.015805373373285272,-0.005331486371405154,-0.002923213180423524,0.020062792367109335,0.004357604793315744,0.0033415475884521605,0.005065289431015785,-0.0002957703712911804,0.006651770650113381,0.024395384047593314,0.004234275707941639,-0.06305114289998273,0.0045270064667464315,0.0004307441932726248,0.00544897792447081,0.005379975076118416,0.0,-0.003552567001253692,-0.010808933916852573,0.003875587402596749,0.006456474773223513,0.005401514045559701,0.006365692221963631,0.0029413922853468995,0.00973214042757915,-0.010069991394156512,-0.003811420071410963,0.005083579140473634,-0.001335639221193272,0.0033023116181326376
