Data,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2011-06-15,3.544205,-2.403136,9.282776,-6.792575,5.233696,3.644717
2011-06-16,3.885887,-2.694926,8.277115,-7.507604,4.213201,3.01092
2011-06-17,3.919934,-2.722574,8.276476,-7.497544,4.195581,3.054025
2011-06-20,3.950158,-2.773058,8.295985,-7.471595,4.165168,3.076977
2011-06-21,4.145101,-2.947073,7.901778,-7.798303,3.823996,2.926439
2011-06-22,4.28711,-3.085378,7.558041,-8.090282,3.50238,2.761008
2011-06-23,4.116772,-2.889889,7.525884,-8.121892,3.555083,2.637155
2011-06-24,4.141606,-2.927294,7.514567,-8.130993,3.563767,2.668982
2011-06-27,4.167445,-2.949995,7.520486,-8.124026,3.572941,2.654805
2011-06-28,4.267796,-3.048993,7.539317,-8.079839,3.566656,2.764683
2011-06-29,4.320181,-3.106786,7.560282,-8.054877,3.547872,2.785378
2011-06-30,4.386167,-3.185264,7.56178,-8.039206,3.521206,2.86523
2011-07-01,4.335011,-3.150926,7.642842,-7.936754,3.429072,2.850741
2011-07-04,4.2097,-3.022221,7.96862,-7.63388,3.836121,3.113746
2011-07-05,4.162455,-2.972394,7.992923,-7.611476,3.82051,3.068044
2011-07-06,3.8505,-2.657664,8.484464,-7.196526,4.509327,3.328766
2011-07-07,3.867705,-2.685176,8.535565,-7.141721,4.467759,3.310538
2011-07-08,3.67838,-2.438327,8.480538,-7.246581,4.537681,3.146335
2011-07-11,3.358615,-2.177696,8.630819,-7.00901,4.785389,3.110238
2011-07-12,3.659277,-2.516769,8.094096,-7.372872,4.145538,2.862218
2011-07-13,3.981581,-2.768441,7.236134,-8.033076,3.450411,2.506033
2011-07-14,4.108069,-2.913539,7.078725,-8.150571,3.276778,2.449003
2011-07-15,3.987489,-2.808936,7.056613,-8.164784,3.276746,2.412415
2011-07-18,3.931952,-2.765476,7.060266,-8.157948,3.237157,2.380102
2011-07-19,4.028227,-2.90162,7.098432,-8.11414,3.238378,2.454269
2011-07-20,4.13146,-3.026814,7.090196,-8.118046,3.28145,2.534631
2011-07-21,4.224117,-3.162742,7.447083,-7.803056,3.582646,2.841288
2011-07-22,3.969488,-2.884306,7.889713,-7.410462,4.142012,3.048627
2011-07-25,3.964053,-2.871351,7.866834,-7.433966,4.172853,3.056581
2011-07-26,3.570767,-2.533741,8.672929,-6.773369,5.067647,3.476828
2011-07-27,3.402383,-2.370049,8.628505,-6.784096,5.141129,3.39242
2011-07-28,3.3914,-2.373422,8.656511,-6.757017,5.108491,3.353707
2011-07-29,3.36458,-2.371114,8.616257,-6.799025,5.169834,3.371122
2011-08-01,3.041498,-2.040126,9.126558,-6.484753,5.772514,3.494438
2011-08-02,2.983563,-2.038617,9.144618,-6.471244,5.740302,3.454058
2011-08-03,2.892075,-1.936358,9.158928,-6.451071,5.615105,3.30498
2011-08-04,2.865465,-2.030574,9.175977,-6.426255,5.557077,3.294282
2011-08-05,3.212862,-2.451402,8.228929,-6.820857,4.630794,2.783413
2011-08-08,3.585307,-2.831977,7.185146,-7.436168,3.775258,2.425017
2011-08-09,3.858458,-3.087733,6.395307,-7.971252,3.096772,2.204111
2011-08-10,3.702135,-2.946574,6.619373,-7.789082,3.6673,2.332299
2011-08-11,3.888385,-3.136355,6.058612,-8.108896,3.173347,2.210709
2011-08-12,3.783811,-3.015341,6.639106,-7.620092,3.782058,2.466471
2011-08-15,3.769329,-2.969581,6.798685,-7.467576,4.100766,2.620653
2011-08-16,3.672411,-2.874594,7.038702,-7.205531,4.459274,2.704269
2011-08-17,3.669418,-2.87535,7.005382,-7.232302,4.510332,2.780191
2011-08-18,3.681887,-2.864013,5.940822,-7.578627,3.86122,2.432545
2011-08-19,3.462384,-2.754273,6.576455,-6.897582,4.285378,2.654643
2011-08-22,3.464263,-2.744585,6.607448,-6.855252,4.249475,2.648528
2011-08-23,3.142199,-2.426503,7.248804,-6.43255,5.086182,2.805938
2011-08-24,3.429317,-2.744843,6.815125,-6.414551,4.649153,2.790388
2011-08-25,3.403815,-2.729352,6.818937,-6.418671,4.662586,2.734542
2011-08-26,3.544175,-2.851827,6.214778,-6.773961,4.198202,2.580619
2011-08-29,3.48351,-2.850051,6.903547,-6.162095,4.771393,2.957194
2011-08-30,3.326111,-2.688964,6.84921,-6.119815,4.919875,2.835918
2011-08-31,3.40846,-2.790247,6.908107,-6.036058,4.913896,2.894893
2011-09-01,3.722175,-3.116897,6.116137,-6.401218,4.162417,2.711512
2011-09-02,3.551041,-2.941561,6.049985,-6.346342,4.401429,2.648963
2011-09-05,3.439556,-2.884779,6.022907,-6.325542,4.446978,2.64974
2011-09-06,3.474095,-2.950772,6.032865,-6.304646,4.439025,2.700921
2011-09-07,3.666669,-3.051154,5.284679,-6.591682,3.861656,2.470176
2011-09-08,3.775027,-3.17863,4.403332,-7.064892,3.092806,2.302245
2011-09-09,3.629563,-3.180066,4.980791,-6.581244,3.675416,2.509305
2011-09-12,3.722676,-3.291999,4.101211,-7.044736,2.681596,2.279913
2011-09-13,3.353574,-2.913605,5.559266,-5.791222,4.264499,2.770517
2011-09-14,3.398836,-2.958915,5.595866,-5.731985,4.235385,2.802159
2011-09-15,3.588394,-3.209019,5.722909,-5.531806,4.23852,3.017604
2011-09-16,3.459552,-3.107078,5.690759,-5.495821,4.368495,3.039675
2011-09-19,3.493134,-3.147882,4.75126,-6.002415,3.326058,2.504962
2011-09-20,3.502897,-3.179391,4.764537,-5.988459,3.308023,2.509568
2011-09-21,3.509377,-3.204292,4.799374,-5.953878,3.288118,2.496968
2011-09-22,3.151193,-2.93517,5.68473,-5.181209,4.244167,2.918211
2011-09-23,2.789319,-2.595307,6.489424,-4.692975,5.189228,3.160832
2011-09-26,2.836118,-2.638895,6.516126,-4.674282,5.215744,3.128264
2011-09-27,3.032713,-2.769752,6.59139,-4.555668,5.19748,3.246014
2011-09-28,2.722328,-2.507604,7.495623,-4.047369,6.278917,3.766018
2011-09-29,2.740596,-2.545528,7.53342,-4.009682,6.293956,3.828653
2011-09-30,2.595893,-2.381182,7.481927,-4.061967,6.337189,3.734969
2011-10-03,2.49592,-2.255933,7.468614,-4.109725,6.383015,3.588303
2011-10-04,2.37885,-2.101092,7.383114,-4.217037,6.472399,3.417165
2011-10-05,2.513932,-2.267522,7.505326,-4.044594,6.407114,3.552595
2011-10-06,2.085958,-1.772432,8.565963,-3.886385,7.363655,3.808692
2011-10-07,2.717648,-2.396931,7.347074,-3.981243,6.325447,3.485529
2011-10-10,2.697233,-2.377791,7.42698,-3.89306,6.199863,3.366751
2011-10-11,2.703885,-2.40473,7.456455,-3.863117,6.172186,3.340631
2011-10-12,2.871163,-2.602161,7.512566,-3.764295,6.191638,3.505217
2011-10-13,2.816002,-2.577915,7.498873,-3.762997,6.192031,3.471853
2011-10-14,3.238705,-2.966848,6.590905,-3.974224,5.299617,3.017113
2011-10-17,3.285252,-2.975988,6.037009,-4.172301,5.06395,2.796335
2011-10-18,3.098534,-2.801524,6.549024,-3.911402,5.54709,3.042468
2011-10-19,3.131921,-2.833605,6.595486,-3.85747,5.518535,3.011902
2011-10-20,3.21976,-2.935136,6.580662,-3.785302,5.541685,3.32572
2011-10-21,3.197218,-2.882149,6.609972,-3.791202,5.536896,3.165318
2011-10-24,3.21598,-2.891352,6.583763,-3.851223,5.630381,3.101132
2011-10-25,3.093204,-2.735207,6.583503,-3.898947,5.60286,2.889166
2011-10-26,2.979509,-2.598834,6.526147,-3.955814,5.711589,2.666102
2011-10-27,2.599432,-2.276619,8.11821,-3.652193,6.779022,3.245162
2011-10-28,2.640143,-2.311812,8.160385,-3.644478,6.812385,3.204209
2011-10-31,2.53591,-2.201328,8.101997,-3.731325,6.874819,3.115578
2011-11-01,2.316865,-1.948394,7.894314,-3.933702,6.946325,2.971461
2011-11-02,2.421189,-2.049838,7.96569,-3.87172,6.985081,3.001646
2011-11-03,2.481364,-2.149718,8.049662,-3.864289,7.005788,2.784359
2011-11-04,2.433462,-2.131404,8.009772,-3.832338,7.030553,2.950684
2011-11-07,1.921945,-1.633139,10.095344,-4.639362,7.477877,3.474418
2011-11-08,2.544798,-2.253231,8.767304,-4.944638,6.421108,3.309673
2011-11-09,2.412279,-2.14714,8.746342,-4.902018,6.273298,3.344279
2011-11-10,2.54311,-2.273251,8.839495,-4.794632,6.253037,3.43288
2011-11-11,2.597756,-2.318401,8.911002,-4.717944,6.189696,3.410131
2011-11-14,2.851002,-2.531689,8.383688,-5.086569,5.650456,3.239958
2011-11-15,2.935565,-2.60838,8.44693,-4.987581,5.549221,3.308566
2011-11-16,2.9113,-2.609678,8.51194,-4.878573,5.423363,3.333283
2011-11-17,2.886431,-2.585489,8.530364,-4.869201,5.395964,3.272346
2011-11-18,2.654388,-2.418229,9.065764,-4.490178,5.788318,3.55072
2011-11-21,2.779883,-2.53424,8.545664,-4.841214,5.302763,3.283528
2011-11-22,2.834736,-2.619155,8.630143,-4.734013,5.309955,3.28473
2011-11-23,2.889245,-2.683626,8.727889,-4.603656,5.178633,3.280251
2011-11-24,3.175068,-3.077411,8.704088,-4.536426,5.239141,3.816224
2011-11-25,3.491543,-3.389009,7.949677,-5.094273,4.250321,3.053325
2011-11-28,3.761197,-3.574232,6.85539,-5.815809,3.465247,2.401558
2011-11-29,3.73665,-3.566244,6.857502,-5.811698,3.468062,2.348818
2011-11-30,3.425193,-3.252345,7.271576,-5.463121,4.285723,2.39291
2011-12-01,3.509089,-3.395573,6.761808,-5.536533,4.036318,2.349796
2011-12-02,3.442786,-3.298283,6.730573,-5.553005,4.050375,2.365824
2011-12-05,3.015169,-2.999977,7.824707,-4.784571,4.932559,2.740427
2011-12-06,3.1919,-3.1819,7.450924,-4.848989,4.594731,2.641922
2011-12-07,3.251122,-3.22219,6.686408,-4.982313,4.098976,2.374137
2011-12-08,3.278278,-3.243323,6.682084,-4.990957,4.165529,2.354412
2011-12-09,3.208971,-3.164832,6.678794,-4.972559,4.092204,2.348824
2011-12-12,3.014864,-2.955091,6.809856,-4.841937,4.215535,2.280499
2011-12-13,2.817443,-2.777249,7.311929,-4.526551,4.625107,2.407278
2011-12-14,2.806008,-2.796008,6.866563,-4.587248,4.276219,2.337483
2011-12-15,2.82022,-2.81022,5.639151,-3.7179,4.347959,1.912466
2011-12-16,2.57815,-2.510421,5.478272,-2.555463,5.866539,1.460439
2011-12-19,3.061297,-3.051297,6.139599,-5.146759,3.816286,2.16392
2011-12-20,3.264814,-3.254814,5.803966,-5.463055,3.464934,2.045027
2011-12-21,3.222713,-3.212713,5.995736,-5.456365,3.600529,2.131885
2011-12-22,3.261245,-3.251245,5.711489,-5.352904,3.493454,2.061458
2011-12-23,3.073425,-3.063425,6.201377,-5.20705,3.92127,2.123158
2011-12-27,3.039002,-3.029002,6.078471,-5.253072,3.842421,2.02629
2011-12-28,3.013206,-3.003206,7.038816,-6.351021,3.659811,2.141054
2011-12-29,3.191213,-3.181213,6.343336,-6.433006,3.338986,2.016488
2011-12-30,3.013114,-3.003114,6.569082,-5.676767,3.902467,2.128871
2012-01-02,3.223,-3.213,6.369753,-5.830986,3.62988,2.119828
2012-01-03,3.336939,-3.326939,5.585627,-5.25145,3.639539,1.990471
2012-01-04,3.42907,-3.41907,4.942067,-4.86308,3.528307,1.835261
2012-01-05,3.26481,-3.25481,6.650622,-5.924817,3.661955,2.159152
2012-01-06,3.406849,-3.329636,6.390918,-6.5371,3.22512,2.037132
2012-01-09,3.447814,-3.386079,6.120067,-6.361858,3.24373,2.070847
2012-01-10,3.319998,-3.263897,6.747539,-6.387527,3.536004,2.224992
2012-01-11,3.296777,-3.242684,6.693437,-6.438282,3.638983,2.24271
2012-01-12,3.028407,-2.986003,7.198167,-6.121677,4.24309,2.412972
2012-01-13,2.918826,-2.867328,7.382844,-5.981998,4.42828,2.497646
2012-01-16,2.765998,-2.648528,7.722436,-5.896686,4.85337,2.534521
2012-01-17,2.801031,-2.67067,7.746996,-5.874097,4.861021,2.595825
2012-01-18,2.860261,-2.756291,7.792106,-5.828709,4.878208,2.651903
2012-01-19,2.677402,-2.57347,8.343037,-5.640564,5.283296,2.714417
2012-01-20,2.694868,-2.612202,8.388367,-5.583723,5.221855,2.678693
2012-01-23,2.168721,-2.085024,10.240088,-5.912875,5.809275,2.865164
2012-01-24,1.845819,-1.771804,10.917252,-5.585283,6.262886,2.897321
2012-01-25,1.801998,-1.702728,10.878349,-5.629789,6.281666,2.844486
2012-01-26,1.831117,-1.770559,15.279034,-10.367848,5.624534,3.559882
2012-01-27,1.90886,-1.816402,13.804768,-9.291167,5.626008,3.405726
2012-01-30,1.710684,-1.597735,17.086033,-12.355962,5.51233,3.701941
2012-01-31,2.117461,-2.012715,15.988868,-12.271701,5.07625,3.457172
2012-02-01,2.378853,-2.246055,12.581909,-9.738151,4.932945,3.107813
2012-02-02,2.410147,-2.289275,12.159625,-9.484497,4.870138,3.016426
2012-02-03,2.852672,-2.74758,11.521527,-9.946337,4.394249,2.904894
2012-02-06,2.918108,-2.720879,16.477886,-15.729861,3.906364,2.965799
2012-02-07,3.078379,-2.886073,36.644596,-36.465098,3.495734,3.122953
2012-02-08,3.064872,-2.883832,36.74614,-36.364292,3.562443,3.183132
2012-02-09,3.052753,-2.891305,36.862953,-36.248328,3.659713,3.27174
2012-02-10,3.012357,-2.843482,36.820752,-36.289976,3.606283,3.222824
2012-02-13,3.001983,-2.815607,36.7911,-36.31963,3.619963,3.239081
2012-02-14,2.993274,-2.82052,36.811673,-36.299058,3.577725,3.206671
2012-02-15,2.980174,-2.793831,36.74163,-36.368804,3.481786,3.122858
2012-02-16,2.964014,-2.790742,36.813175,-36.297481,3.493027,3.139572
2012-02-17,3.01715,-2.844198,19.710383,-19.127318,3.587724,2.941387
2012-02-20,3.054691,-2.908488,19.741162,-19.08572,3.642964,3.004069
2012-02-21,2.892826,-2.74832,20.03097,-18.80713,3.846503,3.115052
2012-02-22,2.852474,-2.732301,20.121489,-18.720921,3.948376,3.193251
2012-02-23,2.842227,-2.713366,20.043763,-18.798483,3.922823,3.177397
2012-02-24,2.884222,-2.746494,18.572167,-17.486521,3.920748,3.119337
2012-02-27,2.924583,-2.787448,16.730301,-15.879248,3.905972,3.041188
2012-02-28,2.962768,-2.830085,16.348227,-15.634785,3.874483,3.012141
2012-02-29,2.993469,-2.864715,28.983158,-28.59773,3.598482,3.134126
2012-03-01,3.021247,-2.91669,27.106154,-26.8036,3.597323,3.122771
2012-03-02,3.039579,-2.949332,23.327137,-23.132774,3.623383,3.079108
2012-03-05,2.992874,-2.897335,23.457513,-23.00574,3.722496,3.136617
2012-03-06,2.952741,-2.863017,23.546135,-22.919726,3.775397,3.170244
2012-03-07,2.904369,-2.821241,23.604669,-22.863347,3.81768,3.19873
2012-03-08,2.857746,-2.769455,23.622608,-22.846768,3.841263,3.204261
2012-03-09,2.831877,-2.728358,23.659069,-22.812115,3.864038,3.221468
2012-03-12,2.862887,-2.776392,23.573995,-22.794002,3.843116,3.218381
2012-03-13,2.802664,-2.709231,23.780404,-22.592529,4.014019,3.330854
2012-03-14,2.782687,-2.708961,24.015101,-22.359352,4.158924,3.434407
2012-03-15,2.752845,-2.705092,24.191121,-22.181407,4.211641,3.484315
2012-03-16,2.287075,-2.2626,25.113228,-21.256936,4.786325,3.861839
2012-03-19,2.250342,-2.240342,25.105262,-21.264772,4.774807,3.859666
2012-03-20,2.167996,-2.156927,25.277898,-21.229981,4.80357,3.863499
2012-03-21,2.139371,-2.106431,25.169387,-21.277044,4.778468,3.823929
2012-03-22,1.914092,-1.881811,25.413778,-21.047992,4.948513,3.900442
2012-03-23,2.121821,-2.072592,25.026332,-21.449231,4.727271,3.765788
2012-03-26,2.081079,-2.028323,25.077599,-21.39064,4.718265,3.727488
2012-03-27,1.975305,-1.923152,25.243846,-21.242921,4.844674,3.806268
2012-03-28,1.972711,-1.916259,25.226256,-21.292039,4.833319,3.779094
2012-03-29,1.833086,-1.772969,25.390454,-21.161184,4.968953,3.858739
2012-03-30,1.828785,-1.765807,25.360955,-21.189968,4.995127,3.903717
2012-04-02,2.031382,-1.926577,24.936404,-21.603779,4.729732,3.722269
2012-04-03,2.075517,-1.989815,24.961251,-21.579174,4.753765,3.754589
2012-04-04,2.070163,-1.987895,24.962701,-21.577839,4.743407,3.740536
2012-04-05,2.224374,-2.129674,24.74795,-21.787531,4.600014,3.643673
2012-04-10,2.196959,-2.104274,24.732477,-21.802747,4.592192,3.639775
2012-04-11,2.222994,-2.152892,24.74467,-21.790571,4.62706,3.690329
2012-04-12,2.226887,-2.168359,24.716075,-21.818818,4.681775,3.744694
2012-04-13,2.398256,-2.338752,24.429774,-22.095191,4.459048,3.611975
2012-04-16,2.444647,-2.402335,24.46359,-22.057159,4.455896,3.634141
2012-04-17,2.459817,-2.412661,24.47339,-22.047422,4.461105,3.643661
2012-04-18,2.431326,-2.380992,24.464599,-22.055968,4.439162,3.624683
2012-04-19,2.323344,-2.291817,24.730586,-21.796978,4.636657,3.788544
2012-04-20,2.050355,-2.008026,25.112587,-21.430312,4.812311,3.834321
2012-04-23,2.068372,-2.038801,25.120359,-21.422638,4.840177,3.880806
2012-04-24,2.074352,-2.049853,25.106762,-21.436626,4.889186,3.914957
2012-04-25,2.358461,-2.327149,24.653989,-21.876128,4.59027,3.726514
2012-04-26,2.143243,-2.103152,24.876503,-21.664584,4.729926,3.760256
2012-04-27,2.707663,-2.67314,24.043346,-22.457547,4.23908,3.525428
2012-04-30,2.394715,-2.36206,24.441421,-22.069727,4.550517,3.701319
2012-05-02,2.359725,-2.310737,24.411227,-22.097812,4.55626,3.681129
2012-05-03,2.356957,-2.298361,24.396861,-22.111851,4.572419,3.699997
2012-05-04,2.291199,-2.233466,24.378164,-22.129063,4.572024,3.686425
2012-05-07,2.259986,-2.188155,24.351368,-22.155486,4.586389,3.686513
2012-05-08,2.006638,-1.951814,24.694215,-21.825573,4.859247,3.872306
2012-05-09,2.131631,-2.066532,24.538207,-21.977559,4.696798,3.781846
2012-05-10,1.950053,-1.883415,24.780315,-21.747189,4.895076,3.885311
2012-05-11,2.229201,-2.140255,24.225731,-22.289653,4.466163,3.64116
2012-05-14,2.315718,-2.223569,23.948626,-22.561445,4.229042,3.514032
2012-05-15,2.36488,-2.304648,23.968195,-22.540861,4.192442,3.506092
2012-05-16,2.551356,-2.490025,23.706663,-22.799116,3.956117,3.349991
2012-05-17,2.529438,-2.429974,23.526535,-22.978649,3.82985,3.231637
2012-05-18,2.552848,-2.458014,23.524439,-22.980653,3.861007,3.276671
2012-05-21,2.526518,-2.42665,23.533087,-22.972109,3.841348,3.245895
2012-05-22,2.405338,-2.317665,23.732069,-22.779189,3.993785,3.341933
2012-05-23,2.324938,-2.22968,23.687595,-22.823148,3.962212,3.314829
2012-05-24,2.121439,-2.04657,23.868827,-22.647739,4.165682,3.474788
2012-05-25,2.144269,-2.078204,23.854258,-22.661718,4.21385,3.521029
2012-05-28,2.125939,-2.042136,23.840926,-22.674719,4.215265,3.498561
2012-05-29,2.087103,-1.986714,23.837281,-22.676806,4.18767,3.478084
2012-05-30,1.999057,-1.894688,23.832817,-22.675643,4.128666,3.439454
2012-05-31,1.961234,-1.859523,23.768589,-22.737207,4.238292,3.561162
2012-06-01,1.737019,-1.628873,23.896083,-22.613452,4.484858,3.741775
2012-06-04,1.749422,-1.659382,23.969556,-22.538794,4.37857,3.652494
2012-06-05,1.84386,-1.752858,23.831124,-22.677957,4.254913,3.572146
2012-06-06,1.949398,-1.84949,23.902479,-22.606802,4.271406,3.586088
2012-06-07,2.160853,-2.069513,23.831653,-22.665389,4.110896,3.461614
2012-06-08,2.146028,-2.070444,23.793713,-22.703207,4.140683,3.491152
2012-06-11,2.366196,-2.26423,23.562163,-22.931593,3.992973,3.399985
2012-06-12,2.446418,-2.347555,23.642672,-22.8462,3.978883,3.384526
2012-06-13,2.545804,-2.465616,23.657362,-22.82797,4.039976,3.436142
2012-06-14,2.561114,-2.474567,23.632542,-22.852456,4.082725,3.464418
2012-06-15,2.473093,-2.399305,23.599716,-22.884048,4.032271,3.418447
2012-06-18,2.532887,-2.465892,23.459547,-23.023264,3.914759,3.337364
2012-06-19,2.651518,-2.608382,23.500031,-22.982715,3.936973,3.365099
2012-06-20,2.758266,-2.713655,23.545354,-22.936013,3.946212,3.387876
2012-06-21,2.675812,-2.640186,23.517004,-22.963714,3.901719,3.348307
2012-06-22,2.69045,-2.646186,23.511828,-22.968984,3.911957,3.355285
2012-06-25,2.636902,-2.578137,23.461763,-23.018271,3.958997,3.380586
2012-06-26,2.705884,-2.659012,23.499541,-22.978624,3.995732,3.413105
2012-06-27,2.718045,-2.674054,23.515127,-22.963099,3.985645,3.401145
2012-06-28,2.729342,-2.674163,23.498491,-22.979794,4.028224,3.430189
2012-06-29,2.839806,-2.778311,23.40656,-23.071801,3.888397,3.315034
2012-07-02,2.781803,-2.692787,23.348777,-23.129187,3.935986,3.343428
2012-07-03,2.848544,-2.788112,23.320675,-23.154981,4.084539,3.467712
2012-07-04,2.823734,-2.75608,23.296417,-23.179059,4.116579,3.500046
2012-07-05,2.883539,-2.860252,23.044988,-23.423866,3.909315,3.355085
2012-07-06,2.923535,-2.812589,22.594955,-23.865707,3.718551,3.188344
2012-07-09,2.723044,-2.613829,22.899377,-23.569572,3.912119,3.286086
2012-07-10,2.599054,-2.498842,23.147093,-23.330783,4.138396,3.43272
2012-07-11,2.357652,-2.269356,23.314991,-23.168168,4.196771,3.447157
2012-07-12,2.043558,-1.982999,23.797426,-22.699781,4.599471,3.688457
2012-07-13,2.020263,-1.958398,23.7779,-22.718939,4.589643,3.672556
2012-07-16,1.982761,-1.88423,23.716053,-22.780542,4.617759,3.680565
2012-07-17,1.999466,-1.913721,23.70942,-22.787056,4.654335,3.732074
2012-07-18,1.965403,-1.870187,23.700803,-22.795232,4.634547,3.717735
2012-07-19,2.243474,-2.139179,23.263594,-23.220776,4.284398,3.529463
2012-07-20,2.21559,-2.13177,23.253158,-23.231189,4.29866,3.555698
2012-07-23,2.238579,-2.157001,23.301315,-23.165002,4.247381,3.533392
2012-07-24,2.333395,-2.272527,23.384492,-23.071862,4.249222,3.530565
2012-07-25,2.3574,-2.290538,23.390355,-23.066305,4.234322,3.520862
2012-07-26,2.294721,-2.21399,23.375112,-23.080778,4.224682,3.48525
2012-07-27,2.362447,-2.30163,23.403728,-23.050191,4.263869,3.515233
2012-07-30,2.304622,-2.227151,23.373789,-23.079347,4.263453,3.474298
2012-07-31,1.996316,-1.9293,23.674973,-22.786398,4.493083,3.610872
2012-08-01,2.273399,-2.179926,23.241728,-23.203962,4.173046,3.402781
2012-08-02,1.996674,-1.898893,23.55642,-22.901419,4.455496,3.584098
2012-08-03,2.20286,-2.103802,23.375254,-23.076608,4.368576,3.575217
2012-08-06,2.171222,-2.055858,23.396355,-23.054819,4.291135,3.46987
2012-08-07,2.239447,-2.138,23.444765,-23.007275,4.303019,3.482987
2012-08-08,2.185818,-2.091262,23.425227,-23.026727,4.291652,3.477138
2012-08-09,2.23647,-2.154856,23.419003,-23.033069,4.351337,3.537336
2012-08-10,2.194586,-2.113078,23.383895,-23.067749,4.373114,3.558332
2012-08-13,2.18257,-2.070618,23.430013,-23.021772,4.298244,3.469842
2012-08-14,2.231816,-2.123951,23.42855,-23.023291,4.33539,3.516291
2012-08-15,2.45855,-2.340577,23.146501,-23.298133,4.057933,3.340302
2012-08-16,2.419821,-2.310069,23.154481,-23.290052,4.016309,3.30378
2012-08-17,2.330199,-2.211756,23.281542,-23.166657,4.084935,3.334693
2012-08-20,2.341585,-2.217716,23.27274,-23.175467,4.099595,3.349944
2012-08-21,2.389038,-2.300264,23.314514,-23.133072,4.098087,3.360781
2012-08-22,2.195575,-2.104231,23.496661,-22.951482,4.233318,3.450694
2012-08-23,2.066025,-1.965016,23.571309,-22.88113,4.352053,3.529019
2012-08-24,1.861067,-1.825926,23.906933,-22.555835,4.647801,3.744652
2012-08-27,1.95919,-1.883351,23.736017,-22.725013,4.511074,3.643276
2012-08-28,1.950861,-1.845707,23.719033,-22.742344,4.517187,3.638881
2012-08-29,1.981183,-1.881713,23.746945,-22.71422,4.484261,3.608099
2012-08-30,1.972521,-1.891511,23.736212,-22.724066,4.494769,3.615056
2012-08-31,1.979452,-1.880766,23.737228,-22.723527,4.495342,3.603922
2012-09-03,1.871412,-1.764212,23.877602,-22.589786,4.602818,3.663789
2012-09-04,1.90849,-1.807847,23.894975,-22.57174,4.596672,3.647421
2012-09-05,2.107298,-2.018965,23.684181,-22.776934,4.465462,3.580195
2012-09-06,1.540288,-1.478433,24.727162,-21.751757,5.266534,4.031413
2012-09-07,1.570156,-1.508597,24.720043,-21.758951,5.318467,4.085369
2012-09-10,1.620701,-1.564729,24.738673,-21.740463,5.345087,4.110848
2012-09-11,1.592057,-1.516973,24.708872,-21.770251,5.348973,4.106039
2012-09-12,1.694024,-1.662955,24.782746,-21.691271,5.392883,4.160016
2012-09-13,1.60936,-1.548277,24.711562,-21.76125,5.393687,4.155873
2012-09-14,1.713284,-1.637789,24.782957,-21.699333,5.381321,4.136764
2012-09-17,1.451227,-1.415843,25.144762,-21.350289,5.573675,4.247762
2012-09-18,1.397661,-1.350458,25.095127,-21.39863,5.550099,4.220163
2012-09-19,1.412751,-1.370418,25.097179,-21.396876,5.573885,4.234677
2012-09-20,1.408409,-1.38119,25.104134,-21.389999,5.582787,4.245772
2012-09-21,1.410925,-1.373842,25.10582,-21.388697,5.594586,4.241689
2012-09-24,1.412694,-1.378211,25.100956,-21.393645,5.618663,4.267499
2012-09-25,1.380722,-1.332348,25.085394,-21.409037,5.614718,4.259643
2012-09-26,1.071434,-1.034258,25.359992,-21.147725,5.851413,4.395002
2012-09-27,1.024277,-0.966932,25.332076,-21.174703,5.803287,4.344696
2012-09-28,1.018663,-0.959664,25.313039,-21.193661,5.82382,4.356406
2012-10-01,1.076361,-1.029931,25.343439,-21.162644,5.847886,4.394542
2012-10-02,1.094759,-1.056655,25.343542,-21.162418,5.873621,4.41516
2012-10-03,1.083159,-1.042257,25.329337,-21.17659,5.877383,4.412362
2012-10-04,1.062036,-1.005614,25.328814,-21.176649,5.814971,4.346049
2012-10-05,1.431613,-1.364428,24.917416,-21.564395,5.513784,4.201546
2012-10-08,1.40997,-1.363354,24.912357,-21.569043,5.508095,4.206507
2012-10-09,1.41214,-1.357821,24.903876,-21.577639,5.524272,4.220525
2012-10-10,1.382292,-1.320755,24.878558,-21.602771,5.521744,4.209862
2012-10-11,1.398256,-1.336827,24.878551,-21.602477,5.545044,4.243003
2012-10-12,1.364877,-1.307421,24.86022,-21.620473,5.546385,4.245518
2012-10-15,1.357705,-1.292806,24.848211,-21.632605,5.565058,4.260813
2012-10-16,1.445281,-1.393342,24.910604,-21.569338,5.577777,4.279755
2012-10-17,1.521016,-1.475094,24.949365,-21.533514,5.567923,4.277824
2012-10-18,1.535706,-1.493685,24.952166,-21.529281,5.577356,4.312478
2012-10-19,1.518318,-1.482311,24.944269,-21.535978,5.575554,4.327533
2012-10-22,1.554477,-1.52151,24.947799,-21.532116,5.613021,4.385539
2012-10-23,1.532342,-1.4984,24.93546,-21.544559,5.616286,4.377367
2012-10-24,1.526161,-1.492846,24.938866,-21.540488,5.621874,4.358372
2012-10-25,1.540849,-1.509154,24.955299,-21.52391,5.604643,4.329291
2012-10-26,1.477144,-1.432022,24.901864,-21.576454,5.594242,4.309029
2012-10-29,1.442865,-1.389944,24.870144,-21.607516,5.574872,4.293415
2012-10-30,1.726254,-1.678296,24.489987,-21.969345,5.303379,4.162151
2012-10-31,1.410157,-1.363933,24.897446,-21.57952,5.561783,4.281997
2012-11-01,1.391196,-1.33782,24.88757,-21.589173,5.538821,4.256553
